customer_id,gender,p3bkrel_pur,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,age_bracket,address,postcode,state,country,property_valuation
990,Female,56,1976-04-13,Manufacturing,Mass Customer,0,1,14.0,46,50,21780 Service Park,2560,NSW,Australia,7
991,Female,11,1991-11-29,Financial Services,Mass Customer,0,1,10.0,30,30,00745 Huxley Center,3757,VIC,Australia,9
992,Female,6,1958-11-25,Property,Mass Customer,0,1,8.0,63,60,45 Hazelcrest Junction,3073,VIC,Australia,9
993,Female,71,1977-02-18,Argiculture,High Net Worth,0,0,17.0,45,40,84019 Porter Trail,2871,NSW,Australia,3
994,Female,62,1977-11-14,Entertainment,Affluent Customer,0,1,5.0,44,40,64211 Laurel Alley,3141,VIC,Australia,10
995,Male,16,1965-11-12,Health,Mass Customer,0,1,19.0,56,60,31369 Meadow Valley Road,4034,QLD,Australia,5
997,Male,30,1981-07-03,Telecommunications,Mass Customer,0,1,13.0,41,40,1 Continental Center,2146,NSW,Australia,9
998,Female,66,1965-12-13,Manufacturing,Affluent Customer,0,1,5.0,56,60,0465 Melrose Alley,2768,NSW,Australia,9
1000,Female,44,1978-08-07,Financial Services,Mass Customer,0,0,11.0,43,40,4757 Texas Trail,3136,VIC,Australia,9
1001,Male,63,1979-08-27,Retail,Mass Customer,0,0,14.0,42,40,27 Sunfield Center,4869,QLD,Australia,3
1003,Female,35,1968-02-03,Financial Services,High Net Worth,0,0,18.0,54,50,610 Lakewood Gardens Point,4078,QLD,Australia,7
1004,Male,35,1975-07-09,IT,High Net Worth,0,0,22.0,47,50,61 Lukken Plaza,3182,VIC,Australia,6
1005,Female,94,1967-09-15,IT,High Net Worth,0,1,8.0,54,50,67 Holmberg Way,2165,NSW,Australia,9
1006,Male,15,1977-08-10,Telecommunications,Affluent Customer,0,1,19.0,44,40,3383 Fair Oaks Circle,3046,VIC,Australia,8
1007,Male,58,1996-06-08,Retail,Mass Customer,0,0,5.0,26,30,2 Vermont Avenue,2066,NSW,Australia,12
1009,Female,16,1957-05-09,Manufacturing,High Net Worth,0,1,13.0,65,60,05 Loftsgordon Pass,4380,QLD,Australia,9
1010,Male,24,1963-01-26,Financial Services,Affluent Customer,0,0,17.0,59,60,570 Butternut Pass,2340,NSW,Australia,4
1011,Female,42,1985-07-19,Health,High Net Worth,0,1,10.0,36,40,63 Grayhawk Pass,2769,NSW,Australia,9
1013,Female,53,1976-09-06,Retail,High Net Worth,0,0,17.0,45,40,495 Elmside Drive,2179,NSW,Australia,8
1014,Male,60,1960-10-14,Property,Mass Customer,0,1,8.0,61,60,9 Macpherson Avenue,2527,NSW,Australia,8
1015,Male,7,1955-04-01,Health,Mass Customer,0,0,17.0,67,70,738 Division Street,3024,VIC,Australia,8
1016,Male,0,1959-08-12,IT,Mass Customer,0,1,17.0,62,60,5 Sheridan Circle,3934,VIC,Australia,11
1017,Female,88,1979-01-09,Entertainment,High Net Worth,0,0,16.0,43,40,42 Lunder Drive,2027,NSW,Australia,11
1018,Male,1,1994-11-27,Manufacturing,Mass Customer,0,1,7.0,27,30,3 Hayes Court,3109,VIC,Australia,10
1019,Male,42,1973-11-19,Manufacturing,Mass Customer,0,1,14.0,48,50,711 Sachtjen Point,2540,NSW,Australia,8
1020,Female,29,1975-11-10,IT,Affluent Customer,0,0,13.0,46,50,16395 Nevada Lane,2145,NSW,Australia,10
1021,Male,16,1977-10-02,Retail,High Net Worth,0,0,7.0,44,40,0996 Cody Terrace,2761,NSW,Australia,8
1022,Female,56,1990-03-04,Financial Services,Affluent Customer,0,1,14.0,32,30,80424 Corben Alley,2136,NSW,Australia,10
1023,Female,16,1991-07-23,Financial Services,Affluent Customer,0,1,6.0,30,30,37208 Golf View Terrace,2145,NSW,Australia,8
1024,Female,17,1992-06-05,Health,High Net Worth,0,1,2.0,30,30,1128 Golden Leaf Center,3124,VIC,Australia,9
1025,Male,69,1997-07-30,IT,Mass Customer,0,1,5.0,24,20,4885 Stone Corner Alley,3046,VIC,Australia,8
1026,Male,66,1994-07-29,Financial Services,Affluent Customer,0,0,4.0,27,30,66 Hudson Crossing,2153,NSW,Australia,10
1027,Male,33,1966-10-07,Financial Services,Affluent Customer,0,0,18.0,55,60,5287 Wayridge Alley,2069,NSW,Australia,12
1030,Female,9,1962-05-05,Health,Mass Customer,0,0,5.0,60,60,4870 Shelley Alley,3225,VIC,Australia,7
1031,Male,75,1983-09-15,Manufacturing,Mass Customer,0,0,6.0,38,40,65634 Del Mar Crossing,4053,QLD,Australia,7
1035,Female,77,1976-11-02,Retail,Affluent Customer,0,1,5.0,45,40,6 Kedzie Hill,2214,NSW,Australia,9
1036,Female,6,1969-11-28,Financial Services,Mass Customer,0,1,12.0,52,50,60601 Hoffman Court,2041,NSW,Australia,12
1037,Female,95,1956-08-08,Financial Services,Mass Customer,0,0,10.0,65,60,1715 Scoville Drive,2031,NSW,Australia,11
1040,Female,78,1975-03-04,Health,High Net Worth,0,0,9.0,47,50,27135 Melvin Plaza,4556,QLD,Australia,8
1041,Male,95,1959-05-25,Property,Affluent Customer,0,0,15.0,63,60,40 Kinsman Pass,2065,NSW,Australia,10
1042,Male,0,1976-01-14,Manufacturing,High Net Worth,0,1,11.0,46,50,094 Green Road,2216,NSW,Australia,11
1043,Male,34,1986-10-20,Financial Services,Mass Customer,0,1,16.0,35,40,91 Spohn Plaza,4573,QLD,Australia,7
1045,Female,88,1986-05-08,Financial Services,Mass Customer,0,1,19.0,36,40,201 Pepper Wood Avenue,2154,NSW,Australia,11
1047,Male,39,1978-09-03,Financial Services,Affluent Customer,0,0,11.0,43,40,6 Pawling Trail,2871,NSW,Australia,7
1049,Male,35,1996-03-02,Property,Mass Customer,0,0,2.0,26,30,79 Lighthouse Bay Lane,3082,VIC,Australia,8
1050,Female,7,1973-07-29,Telecommunications,Mass Customer,0,1,15.0,48,50,2354 Forster Road,2131,NSW,Australia,11
1051,Female,34,1977-09-29,Property,High Net Worth,0,1,14.0,44,40,5271 Vernon Court,3207,VIC,Australia,10
1052,Female,31,1986-02-02,Financial Services,High Net Worth,0,0,3.0,36,40,06 Declaration Hill,3184,VIC,Australia,11
1053,Male,98,1962-05-20,Manufacturing,Mass Customer,0,1,8.0,60,60,07716 5th Alley,2250,NSW,Australia,5
1054,Male,27,1983-08-09,Manufacturing,Mass Customer,0,1,13.0,38,40,10 Pennsylvania Hill,2118,NSW,Australia,11
1055,Female,30,1988-06-08,Manufacturing,Mass Customer,0,0,12.0,34,30,2330 Huxley Crossing,2570,NSW,Australia,10
1056,Male,96,1966-12-18,Manufacturing,Affluent Customer,0,0,6.0,55,60,5811 Hanson Lane,2260,NSW,Australia,7
1057,Female,73,1969-04-06,Health,Mass Customer,0,0,5.0,53,50,7 Main Crossing,2065,NSW,Australia,12
1058,Female,37,1987-10-24,Retail,Affluent Customer,0,1,4.0,34,30,682 Spenser Plaza,3977,VIC,Australia,6
1059,Female,68,1968-02-16,Entertainment,High Net Worth,0,1,6.0,54,50,1149 Riverside Parkway,2016,NSW,Australia,11
1060,Female,88,1961-11-23,Argiculture,Affluent Customer,0,1,13.0,60,60,1176 Pine View Lane,2112,NSW,Australia,11
1061,Male,34,1988-11-07,Financial Services,Mass Customer,0,0,19.0,33,30,22 Sachtjen Avenue,2137,NSW,Australia,12
1063,Male,22,1987-03-01,Financial Services,Affluent Customer,0,1,13.0,35,40,6988 Acker Crossing,2217,NSW,Australia,10
1064,Male,3,1977-06-13,Entertainment,Affluent Customer,0,1,8.0,45,40,9993 Mccormick Street,2223,NSW,Australia,8
1065,Male,8,1962-06-27,Financial Services,Mass Customer,0,1,8.0,60,60,7 Holmberg Circle,2018,NSW,Australia,9
1066,Male,45,1995-10-06,Telecommunications,High Net Worth,0,0,12.0,26,30,7 Village Green Circle,3109,VIC,Australia,10
1067,Female,13,1965-05-17,Financial Services,Mass Customer,0,1,13.0,57,60,4044 Tennessee Parkway,2315,NSW,Australia,9
1068,Male,5,1995-03-21,Health,Mass Customer,0,1,3.0,27,30,4297 Emmet Lane,2170,NSW,Australia,8
1069,Male,85,1976-04-15,Telecommunications,Mass Customer,0,0,15.0,46,50,6 Sycamore Drive,4053,QLD,Australia,7
1071,Male,68,1986-12-29,Retail,High Net Worth,0,0,1.0,35,40,37495 Summerview Park,2619,NSW,Australia,7
1072,Male,60,1957-06-01,Financial Services,High Net Worth,0,1,8.0,65,60,3 Center Crossing,2452,NSW,Australia,3
1075,Male,26,1967-07-25,Manufacturing,High Net Worth,0,0,7.0,54,50,69881 Westport Parkway,2880,NSW,Australia,1
1076,Male,33,2000-06-06,Health,Affluent Customer,0,0,2.0,22,20,44 Ramsey Road,2515,NSW,Australia,9
1077,Female,8,1955-10-11,Telecommunications,Mass Customer,0,1,18.0,66,70,12764 Raven Plaza,4020,QLD,Australia,7
1078,Male,69,1976-06-05,Manufacturing,Mass Customer,0,0,20.0,46,50,356 Petterle Way,2193,NSW,Australia,9
1079,Male,70,1978-01-03,Manufacturing,Mass Customer,0,0,18.0,44,40,2827 Fallview Lane,2064,NSW,Australia,9
1080,Female,70,1999-12-26,Property,Mass Customer,0,1,2.0,22,20,7 Del Sol Road,4220,QLD,Australia,9
1081,Female,25,1985-10-21,Health,Mass Customer,0,0,16.0,36,40,05415 Basil Junction,2450,NSW,Australia,8
1084,Female,54,1994-05-18,Retail,Affluent Customer,0,0,8.0,28,30,24596 Hoepker Avenue,2322,NSW,Australia,4
1085,Male,4,1975-09-12,Health,Mass Customer,0,0,8.0,46,50,75 Mesta Hill,4509,QLD,Australia,7
1086,Male,84,1989-06-21,Property,Mass Customer,0,1,4.0,33,30,7258 Mandrake Terrace,3138,VIC,Australia,9
1087,Female,39,1979-09-18,Financial Services,Mass Customer,0,1,8.0,42,40,84741 Scoville Terrace,3029,VIC,Australia,5
1089,Female,90,1988-09-17,Property,Affluent Customer,0,0,12.0,33,30,332 Maywood Crossing,3136,VIC,Australia,9
1090,Female,15,1975-07-15,Telecommunications,Affluent Customer,0,0,17.0,47,50,6026 Graceland Crossing,2121,NSW,Australia,11
1091,Male,19,1980-04-15,Health,Mass Customer,0,0,15.0,42,40,0 Fremont Court,3023,VIC,Australia,7
1092,Female,56,1935-08-22,Retail,Mass Customer,0,0,5.0,86,90,5515 Artisan Center,3337,VIC,Australia,3
1094,Male,48,1975-12-27,Health,High Net Worth,0,0,19.0,46,50,06 Heffernan Junction,4074,QLD,Australia,7
1095,Female,2,1958-08-29,Health,Mass Customer,0,0,6.0,63,60,04 Onsgard Center,2101,NSW,Australia,9
1096,Male,33,1969-11-29,Health,High Net Worth,0,0,14.0,52,50,37 Division Way,2153,NSW,Australia,9
1097,Female,71,1968-01-31,Financial Services,Mass Customer,0,1,18.0,54,50,9623 Fisk Plaza,2164,NSW,Australia,8
1098,Female,99,1989-02-01,Financial Services,Mass Customer,0,1,12.0,33,30,9419 Homewood Way,2160,NSW,Australia,9
1099,Male,12,1975-01-13,Manufacturing,Affluent Customer,0,1,11.0,47,50,26349 Spaight Junction,2756,NSW,Australia,8
1100,Male,59,1983-01-02,Manufacturing,Mass Customer,0,0,15.0,39,40,1063 Forest Avenue,4510,QLD,Australia,3
1102,Female,16,1976-08-17,Manufacturing,Affluent Customer,0,0,15.0,45,40,4 Barby Road,2647,NSW,Australia,3
1103,Female,76,1978-01-30,Financial Services,High Net Worth,0,1,20.0,44,40,258 Luster Court,2154,NSW,Australia,10
1104,Female,82,1959-12-31,Retail,Mass Customer,0,0,8.0,62,60,22669 Lien Center,2565,NSW,Australia,6
1106,Female,2,1962-12-17,Retail,Mass Customer,0,0,15.0,59,60,9 Superior Plaza,3185,VIC,Australia,11
1107,Female,70,1974-07-17,Health,High Net Worth,0,0,18.0,48,50,86603 Dexter Road,2164,NSW,Australia,9
1108,Female,86,1962-03-06,Health,Mass Customer,0,0,17.0,60,60,8 Ridgeview Park,2323,NSW,Australia,5
1109,Male,21,1989-09-01,Entertainment,High Net Worth,0,0,6.0,32,30,4754 Ramsey Junction,3130,VIC,Australia,9
1110,Male,73,1991-03-17,Retail,High Net Worth,0,0,12.0,31,30,9 Dayton Alley,3757,VIC,Australia,7
1113,Male,45,1992-06-24,Property,Mass Customer,0,0,6.0,30,30,515 3rd Road,2037,NSW,Australia,12
1114,Female,96,1976-06-03,Retail,Mass Customer,0,0,14.0,46,50,184 Roth Pass,4211,QLD,Australia,7
1116,Female,59,1974-06-26,Health,Mass Customer,0,1,16.0,48,50,79494 Ruskin Circle,2527,NSW,Australia,9
1118,Female,95,1975-12-19,Retail,Mass Customer,0,1,9.0,46,50,20519 Katie Circle,2152,NSW,Australia,8
1119,Male,43,1976-10-09,Entertainment,Mass Customer,0,1,19.0,45,40,2273 Oneill Place,2118,NSW,Australia,11
1120,Female,87,1980-08-31,Retail,Affluent Customer,0,0,12.0,41,40,03 6th Alley,2168,NSW,Australia,9
1121,Female,30,1984-01-21,Health,Mass Customer,0,1,3.0,38,40,8548 Hanover Park,2067,NSW,Australia,11
1123,Male,50,1962-06-18,Property,Mass Customer,0,0,13.0,60,60,338 Grasskamp Lane,2573,NSW,Australia,7
1124,Male,36,1965-02-03,Health,Affluent Customer,0,1,9.0,57,60,0355 3rd Drive,2118,NSW,Australia,11
1125,Male,25,1990-01-19,IT,Affluent Customer,0,0,9.0,32,30,0182 Esker Center,2759,NSW,Australia,9
1127,Female,30,1991-02-27,Financial Services,Mass Customer,0,0,8.0,31,30,1879 Mitchell Center,2206,NSW,Australia,10
1128,Female,47,1992-04-12,Financial Services,Mass Customer,0,1,8.0,30,30,81114 7th Place,4869,QLD,Australia,4
1129,Male,2,1977-06-29,Entertainment,Mass Customer,0,1,9.0,45,40,1 Nevada Park,4226,QLD,Australia,8
1132,Female,99,1985-08-01,Financial Services,Affluent Customer,0,1,9.0,36,40,8 Hansons Street,3076,VIC,Australia,7
1133,Male,88,1968-01-26,Manufacturing,Affluent Customer,0,0,6.0,54,50,7674 Roxbury Junction,4815,QLD,Australia,4
1134,Male,22,1994-09-30,Financial Services,Affluent Customer,0,0,3.0,27,30,771 Sugar Way,2076,NSW,Australia,11
1135,Female,60,1980-05-03,Financial Services,Mass Customer,0,1,11.0,42,40,1792 Judy Road,2539,NSW,Australia,6
1136,Male,72,1977-08-31,Property,High Net Worth,0,0,7.0,44,40,92 Melvin Hill,2147,NSW,Australia,9
1138,Female,77,1991-09-21,Retail,Mass Customer,0,1,5.0,30,30,6 Dapin Park,4503,QLD,Australia,6
1139,Male,52,1982-09-15,Manufacturing,Mass Customer,0,1,16.0,39,40,03 Holmberg Park,4127,QLD,Australia,2
1141,Female,70,1981-09-19,Financial Services,High Net Worth,0,1,4.0,40,40,91 Messerschmidt Trail,3162,VIC,Australia,11
1142,Male,95,1998-05-07,Telecommunications,Mass Customer,0,0,2.0,24,20,5998 Bayside Terrace,2526,NSW,Australia,9
1143,Male,64,1955-03-06,Health,Mass Customer,0,1,6.0,67,70,107 Moland Court,2579,NSW,Australia,5
1144,Male,73,1996-12-12,Health,High Net Worth,0,1,5.0,25,20,4439 7th Terrace,2177,NSW,Australia,9
1145,Female,80,1965-09-26,Property,Mass Customer,0,1,14.0,56,60,2272 Dennis Alley,3165,VIC,Australia,10
1146,Male,88,1992-08-31,Financial Services,High Net Worth,0,0,8.0,29,30,0 Scofield Plaza,3201,VIC,Australia,4
1147,Male,71,1968-07-09,Entertainment,High Net Worth,0,1,9.0,54,50,51152 Brickson Park Crossing,2768,NSW,Australia,9
1148,Male,60,1987-09-28,Financial Services,High Net Worth,0,0,5.0,34,30,4668 Coleman Street,2160,NSW,Australia,5
1150,Female,64,1975-09-26,Financial Services,Mass Customer,0,1,13.0,46,50,1 Raven Junction,4502,QLD,Australia,4
1151,Female,27,1965-04-06,Argiculture,High Net Worth,0,1,19.0,57,60,40570 Acker Alley,2166,NSW,Australia,9
1152,Male,47,1998-06-23,Financial Services,Mass Customer,0,1,3.0,24,20,893 Petterle Trail,4551,QLD,Australia,10
1153,Female,53,1995-01-17,Health,Mass Customer,0,1,3.0,27,30,84 Monument Terrace,4127,QLD,Australia,4
1154,Male,26,1974-11-24,Health,Mass Customer,0,1,20.0,47,50,0103 Bay Junction,2222,NSW,Australia,11
1155,Female,73,1994-01-15,Property,Mass Customer,0,1,9.0,28,30,9618 Havey Place,2710,NSW,Australia,1
1156,Female,22,1997-10-16,Argiculture,Mass Customer,0,1,1.0,24,20,098 Veith Hill,4510,QLD,Australia,3
1157,Male,69,1974-04-03,Health,Affluent Customer,0,1,17.0,48,50,03058 Shoshone Lane,2090,NSW,Australia,12
1159,Male,94,1993-01-28,Entertainment,Mass Customer,0,0,1.0,29,30,154 Cambridge Point,3551,VIC,Australia,8
1160,Female,98,1965-04-08,IT,Affluent Customer,0,0,10.0,57,60,3 Sachs Point,2250,NSW,Australia,7
1161,Female,86,1977-01-14,Retail,Mass Customer,0,0,15.0,45,40,0386 Mayfield Way,4122,QLD,Australia,7
1163,Male,77,1981-11-13,Financial Services,High Net Worth,0,1,8.0,40,40,353 Oneill Park,3145,VIC,Australia,9
1164,Female,97,1977-01-09,Health,Mass Customer,0,1,17.0,45,40,92867 Lukken Lane,3142,VIC,Australia,9
1165,Female,58,1993-06-23,Financial Services,High Net Worth,0,0,2.0,29,30,11 Corscot Plaza,2710,NSW,Australia,1
1166,Female,40,1972-12-05,Health,Affluent Customer,0,0,8.0,49,50,13 Buhler Plaza,2576,NSW,Australia,8
1167,Female,20,1996-06-03,Health,Mass Customer,0,0,4.0,26,30,72673 Mayfield Trail,4209,QLD,Australia,6
1168,Male,44,1965-02-16,Health,Affluent Customer,0,0,18.0,57,60,42739 Moose Pass,3442,VIC,Australia,8
1169,Female,33,1967-08-09,Financial Services,Mass Customer,0,1,13.0,54,50,3 Atwood Lane,2153,NSW,Australia,10
1170,Female,62,1964-11-30,IT,Mass Customer,0,1,4.0,57,60,378 Prentice Point,4064,QLD,Australia,9
1173,Female,58,1978-03-02,Retail,High Net Worth,0,0,16.0,44,40,71 Cherokee Hill,2127,NSW,Australia,7
1177,Female,47,1953-08-31,Health,Affluent Customer,0,1,6.0,68,70,858 Swallow Parkway,2150,NSW,Australia,8
1178,Male,1,1970-05-26,Health,Mass Customer,0,0,13.0,52,50,0005 Independence Drive,2118,NSW,Australia,9
1179,Male,56,1988-08-15,Financial Services,High Net Worth,0,1,13.0,33,30,525 Kedzie Street,4012,QLD,Australia,8
1180,Female,48,1975-08-17,Financial Services,Affluent Customer,0,0,10.0,46,50,03890 Logan Court,2747,NSW,Australia,8
1181,Female,2,1978-06-06,Argiculture,Mass Customer,0,0,8.0,44,40,8 Clyde Gallagher Court,4217,QLD,Australia,8
1182,Female,84,1975-01-11,IT,Mass Customer,0,1,7.0,47,50,62 Elka Terrace,2430,NSW,Australia,3
1184,Female,89,1968-10-07,Health,Mass Customer,0,0,13.0,53,50,63588 Clove Court,2017,NSW,Australia,9
1186,Male,70,1977-05-28,Manufacturing,Affluent Customer,0,1,20.0,45,40,84 Westridge Hill,2061,NSW,Australia,10
1187,Male,65,1998-10-21,Financial Services,Mass Customer,0,0,1.0,23,20,53740 Vera Parkway,3644,VIC,Australia,1
1189,Male,22,1988-08-29,Health,High Net Worth,0,1,8.0,33,30,651 Mesta Drive,3173,VIC,Australia,9
1190,Female,67,1968-09-07,Financial Services,Affluent Customer,0,1,10.0,53,50,1 Merrick Parkway,2830,NSW,Australia,2
1192,Female,31,1969-12-12,Manufacturing,Mass Customer,0,0,16.0,52,50,63576 Anzinger Trail,2168,NSW,Australia,9
1193,Male,58,1986-01-21,Retail,High Net Worth,0,0,5.0,36,40,05 Charing Cross Plaza,2320,NSW,Australia,5
1194,Female,69,1992-03-25,Telecommunications,Affluent Customer,0,0,3.0,30,30,261 Farmco Drive,4118,QLD,Australia,4
1195,Female,0,1978-03-22,Telecommunications,Mass Customer,0,0,18.0,44,40,0 Northport Hill,3043,VIC,Australia,8
1196,Female,23,1998-03-19,Health,Mass Customer,0,0,2.0,24,20,894 Maple Wood Drive,2251,NSW,Australia,10
1197,Female,44,1997-10-16,Financial Services,High Net Worth,0,1,5.0,24,20,05 Daystar Lane,2560,NSW,Australia,8
1198,Female,73,1973-09-30,Retail,High Net Worth,0,0,7.0,48,50,81167 Division Hill,2873,NSW,Australia,1
1199,Male,7,1958-06-14,Financial Services,Affluent Customer,0,1,5.0,64,60,761 Bellgrove Lane,2541,NSW,Australia,7
1200,Female,38,1974-04-30,Entertainment,High Net Worth,0,0,18.0,48,50,614 Shopko Trail,4350,QLD,Australia,3
1201,Female,42,1955-11-28,Manufacturing,Mass Customer,0,0,10.0,66,70,1911 Waxwing Point,2761,NSW,Australia,9
1202,Male,90,1992-02-26,Retail,Mass Customer,0,1,8.0,30,30,0 Kedzie Junction,2155,NSW,Australia,10
1203,Female,38,1988-05-06,Health,Affluent Customer,0,0,22.0,34,30,0108 Forster Parkway,4017,QLD,Australia,6
1204,Female,12,1971-03-24,Manufacturing,Affluent Customer,0,1,16.0,51,50,466 Briar Crest Junction,2222,NSW,Australia,10
1205,Male,38,1978-06-05,Manufacturing,Affluent Customer,0,0,13.0,44,40,6072 Ridge Oak Junction,2222,NSW,Australia,10
1206,Female,13,1978-05-07,Financial Services,Mass Customer,0,0,13.0,44,40,31445 Morningstar Drive,3429,VIC,Australia,5
1207,Female,30,1997-09-25,Health,Mass Customer,0,0,1.0,24,20,22619 Schurz Street,2321,NSW,Australia,4
1208,Female,23,1983-12-26,Financial Services,Mass Customer,0,0,15.0,38,40,61 Kim Avenue,2079,NSW,Australia,10
1209,Male,40,1977-09-06,Property,High Net Worth,0,1,11.0,44,40,12103 Merchant Circle,3072,VIC,Australia,9
1211,Male,45,1978-07-23,Financial Services,Affluent Customer,0,1,14.0,43,40,7 Luster Trail,2007,NSW,Australia,8
1212,Female,28,1968-10-24,Property,Affluent Customer,0,0,13.0,53,50,7 Dahle Avenue,2620,NSW,Australia,9
1214,Male,0,1989-05-01,Property,High Net Worth,0,0,15.0,33,30,275 Lindbergh Parkway,2086,NSW,Australia,11
1215,Female,79,1967-02-26,Manufacturing,Mass Customer,0,0,11.0,55,60,592 Tennessee Alley,2231,NSW,Australia,10
1216,Female,15,1959-06-25,Telecommunications,Affluent Customer,0,1,10.0,63,60,0 American Ash Parkway,3175,VIC,Australia,7
1217,Female,67,1968-08-19,Manufacturing,High Net Worth,0,0,16.0,53,50,387 Pawling Drive,2580,NSW,Australia,4
1219,Male,93,1971-11-04,Financial Services,Mass Customer,0,0,14.0,50,50,51529 Cascade Place,3550,VIC,Australia,4
1221,Male,75,1995-09-25,Health,High Net Worth,0,1,14.0,26,30,94219 Buell Circle,2020,NSW,Australia,9
1222,Female,83,1970-11-01,Property,Mass Customer,0,0,19.0,51,50,267 Lukken Park,3930,VIC,Australia,9
1223,Female,19,1965-01-05,Manufacturing,Mass Customer,0,1,16.0,57,60,54 Harbort Road,2480,NSW,Australia,7
1224,Female,9,1977-04-04,Manufacturing,Mass Customer,0,0,16.0,45,40,81 American Place,2259,NSW,Australia,6
1225,Male,5,1988-01-22,Health,Mass Customer,0,1,10.0,34,30,2388 Thackeray Place,3130,VIC,Australia,10
1226,Female,32,1981-03-16,Health,Mass Customer,0,1,13.0,41,40,85957 Basil Way,3029,VIC,Australia,7
1227,Female,63,1989-09-30,IT,Affluent Customer,0,1,12.0,32,30,01 Cottonwood Junction,2285,NSW,Australia,7
1228,Female,43,1962-04-27,Financial Services,Affluent Customer,0,0,6.0,60,60,37 Sutherland Terrace,2830,NSW,Australia,4
1229,Male,38,2000-01-08,Manufacturing,Affluent Customer,0,1,1.0,22,20,7929 Grasskamp Trail,2119,NSW,Australia,11
1230,Male,61,1985-07-24,Financial Services,Mass Customer,0,1,10.0,36,40,4 Hoard Pass,2153,NSW,Australia,9
1231,Female,94,1973-07-28,Health,Affluent Customer,0,0,18.0,48,50,2 Dunning Alley,2120,NSW,Australia,10
1232,Male,83,1959-09-12,Property,Affluent Customer,0,0,20.0,62,60,61949 7th Road,4573,QLD,Australia,8
1233,Female,17,1978-07-07,Retail,Affluent Customer,0,1,16.0,44,40,26 Lotheville Court,2085,NSW,Australia,11
1235,Female,24,1969-02-28,Health,Mass Customer,0,0,9.0,53,50,67348 Lakewood Gardens Road,2852,NSW,Australia,2
1236,Male,75,1974-05-21,Financial Services,High Net Worth,0,1,18.0,48,50,014 Birchwood Parkway,3030,VIC,Australia,7
1237,Female,6,1969-12-31,Health,High Net Worth,0,0,16.0,52,50,17357 Katie Center,3677,VIC,Australia,4
1240,Female,64,1965-05-13,Manufacturing,Mass Customer,0,1,19.0,57,60,92 Waubesa Center,2760,NSW,Australia,8
1241,Female,23,1986-03-22,Health,Affluent Customer,0,1,11.0,36,40,359 Kropf Point,2750,NSW,Australia,9
1242,Male,36,1973-02-04,Property,High Net Worth,0,1,18.0,49,50,75 Scott Place,3806,VIC,Australia,7
1243,Male,73,1953-08-09,Retail,Mass Customer,0,0,8.0,68,70,2 Eliot Lane,2155,NSW,Australia,11
1245,Male,34,1994-05-31,Manufacturing,Affluent Customer,0,0,1.0,28,30,9 7th Terrace,2155,NSW,Australia,10
1247,Female,15,1960-10-05,Entertainment,Affluent Customer,0,0,11.0,61,60,90351 Duke Junction,4820,QLD,Australia,1
1249,Male,11,1967-10-31,Telecommunications,Mass Customer,0,0,16.0,54,50,7978 Carberry Way,4817,QLD,Australia,2
1250,Female,42,2001-11-02,Manufacturing,Mass Customer,0,0,1.0,20,20,795 Arapahoe Hill,4818,QLD,Australia,7
1251,Male,63,1997-10-01,Property,Mass Customer,0,0,2.0,24,20,6 Lerdahl Plaza,4519,QLD,Australia,6
1252,Male,46,1965-01-16,Manufacturing,Mass Customer,0,1,14.0,57,60,60320 Emmet Road,4806,QLD,Australia,4
1253,Female,81,1996-08-19,Manufacturing,Mass Customer,0,0,5.0,25,20,11 Golf Pass,4805,QLD,Australia,2
1254,Male,60,1958-12-18,Retail,Mass Customer,0,1,5.0,63,60,563 Northport Drive,4701,QLD,Australia,1
1255,Male,5,1982-05-20,Health,Affluent Customer,0,0,11.0,40,40,8 Eggendart Court,2478,NSW,Australia,9
1256,Male,8,1986-05-11,Health,High Net Worth,0,0,9.0,36,40,91336 Spenser Street,4560,QLD,Australia,6
1257,Male,40,1972-06-19,Property,Affluent Customer,0,1,9.0,50,50,33 Rockefeller Avenue,4740,QLD,Australia,2
1258,Male,89,1978-04-21,Manufacturing,Mass Customer,0,0,6.0,44,40,71 Sundown Circle,4720,QLD,Australia,1
1259,Female,23,1973-11-24,Financial Services,Mass Customer,0,0,9.0,48,50,33 Bayside Way,4702,QLD,Australia,1
1260,Male,92,1989-10-01,Property,Mass Customer,0,0,9.0,32,30,23 Hollow Ridge Avenue,4702,QLD,Australia,2
1261,Female,61,1971-02-16,Manufacturing,Mass Customer,0,0,4.0,51,50,16623 Mariners Cove Plaza,4127,QLD,Australia,2
1263,Male,41,1973-06-16,Manufacturing,Affluent Customer,0,0,8.0,49,50,12 Prentice Point,4670,QLD,Australia,1
1264,Male,48,1994-02-28,Health,Mass Customer,0,1,7.0,28,30,7008 Warner Park,4670,QLD,Australia,2
1265,Male,72,1987-07-22,Property,Mass Customer,0,1,2.0,34,30,51673 Heffernan Park,4655,QLD,Australia,3
1266,Male,68,1978-05-02,Health,Mass Customer,0,1,10.0,44,40,32 Meadow Ridge Alley,4610,QLD,Australia,1
1267,Male,39,1979-06-03,Entertainment,Affluent Customer,0,1,19.0,43,40,37 Clarendon Lane,4655,QLD,Australia,3
1268,Male,20,1989-12-06,Financial Services,High Net Worth,0,1,2.0,32,30,7 Onsgard Court,4551,QLD,Australia,9
